publish_date,headline_text
2016-04-21 18:51:25,Euro Fails to Rally as European Central Bank Remains Dovish
2016-04-21 14:10:19,Yen Mostly Rangebound as Traders Await Data
2016-04-21 13:27:27,Greenback Pulls Back After Earlier Gains
2016-04-20 21:17:58,Swiss Franc Loses Ground as Optimism Returns to Markets
2016-04-20 18:32:40,"Pound Falls vs. Dollar, Holds Ground vs. Other Majors"
2016-04-20 14:30:58,Euro Struggles Even After ZEW Data 0
2016-04-20 13:45:02,"Oil Drops, Stalling Loonie’s Rally"
2016-04-19 20:45:45,US Dollar Feels Pressure from Domestic Data &amp; Market Sentiment
2016-04-19 17:45:13,Yen Weaker After Crude Oil Bounces
2016-04-19 16:39:21,Australian Dollar Gains After RBA Minutes &amp; Oil Rally
2016-04-18 14:30:53,Euro Finds Support in Forex Trading
2016-04-18 14:05:46,Russian Ruble Sinks After Doha Meeting Failure
2016-04-18 13:50:31,UK Pound Loses Ground After Recent Gains
2016-04-18 13:43:38,NZ Dollar Rises as Inflation Surprises Positively
2016-04-16 16:18:17,Dollar Encounters Troubles with Moving Higher C
2016-04-15 14:32:43,"Loonie Down on Oil, Economic Cautions"
2016-04-15 13:42:53,Could Euro Reach Parity With US Dollar by Year’s End?
2016-04-15 13:10:25,Yen Rallies as Demand for Safety Returns 9uc
2016-04-15 12:47:59,Australian Dollar Backs Off After Failed Rally
2016-04-14 22:28:11,US Dollar Keeps Strength After Mixed Data
2016-04-14 15:50:11,Sterling Lower After Release of BOE Minutes D
2016-04-14 15:19:07,South Korean Won Falls During Thursday’s Trading
2016-04-14 14:31:29,Australian Dollar Gets Help from Employment Data
2016-04-14 00:20:43,Yen Weaker as Traders Feel No Need for Safety 8
2016-04-13 20:56:25,US Dollar Stages Rally amid Positive Market Sentiment
2016-04-13 16:11:50,Canadian Dollar Firms After BoC Meeting
2016-04-13 15:36:39,"AUD Retreats vs. USD, Keeps Gains vs. EUR"
2016-04-13 13:43:49,"Eurozone Production Drops, Bringing Euro Down 8"
2016-04-12 20:48:28,Yen Falls as Taro Aso Talks About Intervention
2016-04-12 19:55:31,Huge Gains of Crude Oil Benefit Canadian Dollar 9D
2016-04-12 15:24:07,Brazilian Real Fails to Rally vs. Greenback
2016-04-12 15:05:47,"Pound Rises After Inflation Report, Struggles to Maintain Gains"
2016-04-11 23:35:13,Dollar Soft amid Dovish Outlook for Fed Policy
2016-04-11 13:50:09,USD/JPY Bounces from Lowest in Months
2016-04-11 13:29:30,Australian Dollar Starts Week with Gains
2016-04-09 17:22:41,Yen Ends Week Strongest on FX Market
2016-04-08 20:00:08,Canadian Dollar Gains on Crude Oil Rally &amp; Employment Data
2016-04-08 12:46:48,"Sterling Trims Gains as UK Data Weighs, Rebounds C"
2016-04-08 12:01:05,Yen Weaker After Aso Suggests Intervention 2
2016-04-07 13:49:18,"US Dollar Steady Against Euro and Pound, Down Against Yen"
2016-04-06 15:14:35,UK Pound Continues Decline
2016-04-06 14:37:19,"Divergence, Risk Aversion Weigh on Euro"
2016-04-06 13:45:59,"Yen Remains Powerhouse, Reaching Multi-Year Highs"
2016-04-06 13:23:00,Australian Dollar Benefits from China’s Data
2016-04-05 22:49:37,Japanese Yen Remains Among Strongest Currencies 9
2016-04-05 21:50:02,"Canadian Dollar Slides, Attempts to Rebound"
2016-04-05 14:07:49,Dollar Index Gains as Traders Shun Riskier Assets
2016-04-05 13:26:50,"Homebuilding Data, EU Referendum Uncertainty Weigh on Sterling"
2016-04-05 13:23:24,Sterling Dips After Release of Markit Services PMI
2016-04-05 13:00:35,Australian Dollar Suffers from Surprisingly Poor Economic Data
2016-04-04 17:10:14,Falling Crude Oil Fuels Rally of Japanese Yen
2016-04-04 16:37:13,Dollar Meanders Without Trend
2016-04-04 14:52:28,Loonie Stays Mostly Lower in Currency Trading
2016-04-04 13:49:09,Euro Upside Continues Against US Dollar
2016-04-04 12:07:52,Pound Stronger After Construction PMI
2016-04-04 11:55:15,Aussie Trades Lower After Mixed Data
2016-04-04 11:13:04,Dollar Lies in Waiting for Further Monetary Policy Indications
2016-04-02 13:41:26,"US Dollar Start Week with Positivity, Ends Negative"
2016-04-01 14:12:45,Soft Economic Data Continues to Weigh on Sterling
2016-04-01 13:27:13,"US Dollar Index Higher, Even as Greenback Trades Mixed"
2016-03-31 18:00:46,"Euro Gains on Major Rivals, Falls vs. Swiss Franc U"
2016-03-31 16:23:28,Canadian Dollar Fails to Maintain Rally vs. US Dollar
2016-03-31 10:04:48,"NZ Dollar Bounces After Drop, Struggles to Rise Above Opening Rate"
2016-03-31 09:20:58,Pound Stable After Mixed Data
2016-03-30 14:06:59,Fallout From Yellen Continues to Weigh on Dollar C
2016-03-30 12:07:07,Swiss Franc Gains After Release of Decent Economic Data
2016-03-30 11:41:51,Yen Unfazed by Sharp Drop of Japan’s Industrial Production
2016-03-29 21:52:29,"CAD Rallies vs. USD, Less Successful Against Other Majors"
2016-03-29 19:49:38,"Euro Rallies vs. Dollar &amp; Yen, Flat vs. Pound"
2016-03-29 15:14:08,China Sets Higher Midpoint for Yuan Against Dollar
2016-03-29 13:52:34,Soft Data and Rate Hike Eectations Send Dollar Lower
2016-03-29 10:40:16,Yen Weaker After Release of Mixed Economic Indicators
2016-03-28 14:37:57,Sterling Shows Resilience in the Face of Brexit
2016-03-28 13:43:45,Euro Gets a Boost on Soft US Data
2016-03-26 14:43:52,US Dollar Ends Week with Gains as Traders Flock to Safety
2016-03-25 10:13:28,Yen Little Bit Weaker After Disappointing Inflation Report
2016-03-24 16:50:19,Dollar Struggles to Maintain Rally
2016-03-24 16:38:35,Canadian Dollar Continues to Struggle as Oil Prices Drop
2016-03-24 16:30:00,Turkish Lira Stable After Central Bank Cuts Interest Rate uu
2016-03-24 15:09:26,Euro Finally Shows Signs of Weakness
2016-03-24 10:57:06,Japanese Yen Lower Against Rivals d
2016-03-24 10:43:26,Pound Stabilizes as Retail Sales Beat Eectations
2016-03-23 20:42:36,Hungarian Forint Down After Surprise Interest Rate Cut
2016-03-23 17:44:52,Dollar Goes Higher as Fed Members Talk About April Rate Hike
2016-03-23 10:46:41,Swiss Franc Rallies on Supportive Fundamentals
2016-03-23 10:32:02,Pound Continues to Move Lower Against Dollar
2016-03-22 10:53:07,Aussie Finds Help of House Prices &amp; Steven’s Speech
2016-03-22 10:22:14,Yen Rises After Bombing in Brussels
2016-03-21 16:35:06,NZ Dollar Weak on Monday
2016-03-21 16:10:39,Euro Retains Much of Its Strength
2016-03-21 12:15:58,Outlook for Dollar Unclear
2016-03-21 11:04:17,Great Britain Pound amid Political Turmoil
2016-03-21 10:37:22,Australian Dollar Recovers from Initial Losses
2016-03-19 13:50:14,Less Hawkish Fed Makes Week Miserable for Dollar
2016-03-18 14:51:15,Dollar Index Recovers Slightly From Low
2016-03-18 13:46:26,Euro Backtracks After Praet Remarks 8
2016-03-17 14:08:22,"UK Pound Higher, Even After Productivity Forecast Downgrade"
2016-03-17 09:53:05,"Norwegian Krone Rises, Ignoring Interest Rate Cut"
2016-03-17 09:32:42,Swiss Franc Mixed After SNB Refrains from Lowering Rates Further
2016-03-16 22:54:51,Canadian Dollar Surges After Fed
2016-03-16 22:00:49,Dollar Crashes as Fed Lowers Interest Rate Eectations
2016-03-16 14:38:19,Euro Trade Mixed as Policymakers Wait for Fed to Make Move
2016-03-16 13:45:33,Greenback Higher Ahead of Fed Announcement 1
2016-03-16 10:27:14,Aussie Withstands Impact of Falling Leading Index
2016-03-16 10:14:07,"NZD Flat vs. USD, Higher vs. JPY"
2016-03-15 17:03:25,Aussie Falls After RBA Minutes Suggest Possibility of Interest Rate Cut
2016-03-15 16:44:27,Yen Rallies After BoJ Makes No Move
2016-03-15 14:13:04,Sterling Falls With Stocks
2016-03-14 15:22:10,NZ Dollar Follows Australian Peer in Decline
2016-03-14 15:02:10,Australian Dollar Trades Lower
2016-03-14 14:35:15,Greenback Mostly Higher Ahead of Data 2
2016-03-14 13:45:31,"Yen Higher on Safe Haven Demand, But More Stimulus Could Come"
2016-03-12 16:39:15,Euro Ends Week Higher Against Most Rivals
2016-03-11 21:56:34,Pound Ends Trading with Gains
2016-03-11 21:24:22,NZ Dollar Joins Other Commodity Currencies in Rally
2016-03-11 19:42:46,Dollar Mixed as Markets Feel Secure C
2016-03-11 16:45:19,Canadian Dollar Withstands Impact of Poor Employment Report
2016-03-10 17:42:11,Euro Bounces After Initial Losses During Volatile Session
2016-03-10 01:20:14,"Bank of Canada Holds, Makes Canadian Dollar Stronger"
2016-03-09 22:18:02,"RBNZ Surprises Market Cutting Interest Rates, Kiwi Goes South"
2016-03-09 13:58:02,"Pound Rises vs. Euro, Loses Gains vs. Dollar"
2016-03-09 13:05:58,Australian Dollar Weathers Impact of Negative Fundamentals D
2016-03-07 18:13:41,Canadian Dollar Near Highest Since November vs. US Dollar
2016-03-07 17:10:29,Dollar Fails to Rally Against Euro &amp; Pound
2016-03-07 15:59:20,Euro a Little Lower on ECB Eectations
2016-03-07 15:20:00,"UK Pound Continues to Struggle on Economy, Brexit Uncertainty"
2016-03-07 13:06:40,Yen Firmer as Kuroda Downplays Stimulus Prospects
2016-03-07 12:36:32,"AUD Opens Sharply Lower, Recovers"
2016-02-08 23:53:26,Dollar Struggles as Fed Monetary Tightening in Question 2
2016-02-08 23:11:15,Canadian Dollar Fails to Hold onto Gains
2016-02-08 17:25:44,"Euro Heads Higher, Even as Global Stocks Tumble"
2016-02-08 15:43:53,Rupee Weakens as India’s Economic Growth Slows
2016-02-08 15:27:53,Global Stocks Sink Benefiting Japanese Yen
2016-02-08 14:57:58,Canadian Data Doesn’t Do Much for the Loonie
2016-02-07 18:16:21,"Pound Hurt by Policy Outlook, Manages to End Week Higher vs. Dollar"
2016-02-06 22:10:53,"Pound Hurt Policy Outlook, Manages to End Week Higher vs. Dollar"
2016-02-05 16:27:20,Economic Data Helps US Dollar
2016-02-05 15:04:27,Euro Pulls Back on Profit Taking and Consolidation
2016-02-05 10:00:28,Great Britain Pound Extends Losing Streak
2016-02-05 09:45:03,Chinese Yuan a Bit Stronger During Friday’s Trading
2016-02-05 09:19:35,Australian Dollar Pauses to Decide Where to Go Next
2016-02-05 09:17:28,Dollar Weakened by Economic Data &amp; Dovish Comments
2016-02-05 01:42:34,Australian Dollar Pause to Decide Where to Go Next
2016-02-04 23:42:12,Dollar Weakened by Economic Data &amp; Dovish Comments
2016-02-04 18:19:49,"Swiss Franc Firmer on Thursday, Remains Fundamentally Bearish"
2016-02-04 18:02:39,"Aussie Gains vs. Greenback, Loses Gains vs. Euro U"
2016-02-04 15:41:12,BOE Decision Weighs on Pound
2016-02-04 14:53:36,Oil Rally Helps Canadian Dollar Against Other Currencies
2016-02-03 15:02:04,"Euro Down on Factory Data, Except Against the Dollar"
2016-02-03 14:08:25,New Zealand Dollar Gets Help of Employment Data d
2016-02-03 13:44:27,"Britain’s Services PMI Shows Stable Growth, Sterling Rallies"
2016-02-02 15:43:49,Greenback Trades Mixed as Global Stocks Plummet
2016-02-02 14:47:30,Yen Edges Up on Demand for Safer Assets
2016-02-01 23:58:23,Canadian Dollar Withstands Negative Impact of Falling Oil Prices c
2016-02-01 17:22:51,"Britain’s Manufacturing Looks Good, Pound Higher"
2016-02-01 17:04:14,"Aussie Down Intraday, Attempts to Recover"
2016-02-01 16:26:43,Euro Rallies a Bit as Gold Gains Ground
2016-02-01 15:07:49,US Dollar Index Heads Lower on Fed Speculation
2016-02-01 03:24:21,Bank of Japan Responsible for Weekly Losses of Yen
2016-01-30 11:33:03,Bank o Japan Responsible for Weekly Losses of Yen
2016-01-29 20:51:41,Crude Oil Remains Friend to Canadian Dollar
2016-01-29 16:21:03,NZ Dollar Follows Performance of Australian Dollar
2016-01-29 15:55:22,"Australian Dollar Higher vs. Majors, Unable to Beat US Dollar"
2016-01-29 15:13:50,Focus on Brexit Overshadows UK Economy
2016-01-29 14:41:14,Yen Sinks as BoJ Implements Negative Interest Rates Cd
2016-01-28 22:45:43,Soaring Crude Oil Prices Benefit Canadian Dollar
2016-01-28 22:11:23,"US Data Doesn’t Look Good, Dollar Lower vs. Most Currencies"
2016-01-28 15:12:08,"Eurozone Confidence Drops, But Euro Remains Higher Against Dollar"
2016-01-28 13:01:32,"Zurbruegg Says No Risk of Deflation, Swiss Franc Rises U"
2016-01-28 12:40:55,"UK GDP Growth in Line with Eectations, Pound Higher"
2016-01-28 01:46:04,NZ Dollar Drops as RBNZ Leaves Doors Open to Interest Rate Cuts
2016-01-27 23:08:56,Dollar Mixed After Fed Concludes Policy Meeting
2016-01-27 15:15:27,US Dollar Trades Mixed Ahead of Fed Announcement
2016-01-27 14:03:39,"NZ Dollar Higher, Waiting for Fed &amp; RBNZ Meetings"
2016-01-27 13:52:37,Australian Inflation Data Makes Aussie Stronger
2016-01-26 13:46:28,Yuan Stable Despite Another Crash of Chinese Stocks 19
2016-01-26 13:13:06,Rally of Crude Oil Pushes Japanese Yen Back
2016-01-25 14:06:52,"Week Starts with Risk-Off Sentiment, Sending Yen Higher"
2016-01-25 13:23:38,"NZ Dollar Fails to Rally, Dragged Down by Crude Oil"
2016-01-23 14:57:07,Week Ends with Losses for Euro vs. Most Currencies
2016-01-22 20:59:06,"Dollar Higher vs. Euro &amp; Yen, Mixed vs. Other Majors"
2016-01-22 20:20:35,Q3 Eurozone Debt Report Doesn’t Help Euro in Forex Trading
2016-01-22 17:14:58,Loonie Gains for Third Session vs. Greenback &amp; Euro
2016-01-22 12:38:06,Yen Under Pressure During Friday’s Trading
2016-01-22 12:13:28,Great Britain Pound Extends Bounce from Multi-Year Lows
2016-01-22 01:34:02,US Dollar Rallies on Divergent Monetary Policies of Major Central Banks d
2016-01-21 15:51:12,Draghi Statement Sends Euro Lower Against Majors
2016-01-21 11:32:44,Russian Ruble Drops Along with Crude Oil
2016-01-21 10:58:54,Ringgit Higher After Malaysian Central Bank Decreases SRR
2016-01-20 21:59:23,NZ Dollar Bounces from Daily Lows
2016-01-20 19:47:53,Canadian Dollar Bounces from -Year Low vs. US Dollar C
2016-01-20 15:02:34,Euro Turns Lower Ahead of Next ECB Meeting
2016-01-20 12:42:03,Yuan Lower vs. Dollar as Fears Return to Forex Market
2016-01-20 12:23:08,Pound Mixed After UK Employment Data
2016-01-18 23:07:17,New Zealand Dollar Higher Ahead of Tuesday’s Economic Releases U
2016-01-18 21:54:37,Canadian Dollar Weakens Ahead of BoC Policy Meeting
2016-01-18 15:22:10,Dollar Index Moves Above 0
2016-01-18 14:42:35,Euro Mostly Lower on Bank Concerns
2016-01-18 12:58:31,Improving Market Sentiment Means Low Demand for Yen
2016-01-18 12:24:07,"China Brings Good News, Australian Dollar Higher"
2016-01-16 12:45:47,Yen Profits from Safe Haven Status During Second Trading Week of
2016-01-15 18:58:11,Risk Aversion &amp; Poor US Data Leave Dollar Mixed c
2016-01-15 15:27:42,Safe Haven Demand Continues to Send Yen Higher
2016-01-15 14:42:17,Falling Oil Prices Put Pressure on Loonie
2016-01-14 15:24:16,Euro Gets Help From Eectations of Limited Stimulus
2016-01-14 14:33:28,Economic News Weighs on UK Pound
2016-01-14 10:55:35,Japanese Yen Hurt by Domestic Economic Data
2016-01-14 10:42:59,Australian Dollar Fails to Rally on Employment Data
2016-01-13 15:12:58,US Dollar Continues to Gain Ground as Uncertainty Remains
2016-01-13 14:40:15,Swiss Franc Moves Down as Risk Sentiment Improves
2016-01-13 14:39:51,European Bond Yields Remain in Check
2016-01-13 12:57:37,Australian Dollar Firms with Market Sentiment
2016-01-12 13:14:23,"Turkish Lira Bounces, Following Improving Market Sentiment"
2016-01-12 12:47:21,"Soft Data Drives Sterling Lower, GBP/USD at Multi-Year Low"
2016-01-11 16:23:01,Canadian Dollar Struggles to Keep Gains
2016-01-11 15:07:32,"Aussie Heads Higher on Yuan, But Gains Likely Short-Lived C"
2016-01-11 14:36:11,Loonie Gets a Little Help from Oil Prices
2016-01-11 11:03:52,South African Rand Touches New Record Low
2016-01-11 10:30:35,NZ Dollar Fights to Bounce amid Adverse Fundamentals
2016-01-09 18:56:37,Risk Aversion Secures Gains of USD vs. Most Other Currencies
2016-01-08 15:33:08,Euro Heads Lower as Economic Concerns Weigh
2016-01-08 14:39:28,Greenback Gains on Employment Data
2016-01-07 14:22:19,UK Pound Continues to Soften Against Dollar and Euro
2016-01-07 10:57:37,South African Rand Touches Record Low as China Scares Markets
2016-01-07 10:08:56,Australian Dollar Moves Further Down
2016-01-06 21:30:15,Tumbling Crude Oil Prices Drag Canadian Dollar Along
2016-01-06 20:56:59,"Dollar Drops vs. Euro &amp; Yen, Retains Gains vs. Other Majors"
2016-01-06 15:05:01,Continued Safe Haven Demand Helps Greenback
2016-01-06 14:26:46,PMI Reading Helps Euro Hold Its Own
2016-01-06 12:19:59,Pound Extends Move Down During Wednesday’s Trading
2016-01-06 11:42:56,Yuan at Lowest Level in Five Years
2016-01-06 04:14:30,CAD Falls to Record Low Since vs. USD
2016-01-06 03:03:51,NZ Dollar Hurt by News from New Zealand &amp; Abroad
2016-01-06 02:41:51,Australian Dollar Logs Small Gains
2016-01-05 15:06:03,Yen Continues to Surge on Safe Haven Demand
2016-01-05 14:16:30,US Dollar Index Rises as Risk Aversion Continues U
2016-01-05 11:41:15,Pound Ignores Supportive Construction Data
2016-01-05 11:01:22,Euro Extends Move Down for Third Day
2016-01-05 03:25:32,Australian Dollar Logs Small Gains
2016-01-05 02:17:11,Dollar Starts Week with Gains amid Pessimistic Sentiment
2016-01-04 15:22:36,"Loonie Drops, Even with Higher Oil Prices"
2016-01-04 14:28:09,Euro Struggles as Stocks Drop on Risk Aversion
2016-01-04 13:13:09,"Great Britain Pound Holds onto Gains vs. Dollar, Lower vs. Yen"
2016-01-04 12:59:02,"Year Starts with Risk Aversion, Yen Profits"
2015-12-26 15:15:00,Dollar Moves Lower During Week’s Thin Trade D
2015-12-24 14:38:49,South Korean Won Gains on Dollar &amp; Euro
2015-12-24 14:26:16,Euro Ends Three-Day Rally vs. Dollar &amp; Yen
2015-12-24 14:24:43,Vietnamese Dong Flat as Inflation Accelerates
2015-12-24 00:15:45,Euro Ends Three-Day Rally vs. Dollar &amp; Yen
2015-12-23 22:05:40,CAD Gains for Second Day vs. USD &amp; JPY
2015-12-23 14:57:10,NZ Dollar Edges Lower Despite Supportive Data
2015-12-23 13:56:20,Pound Gains Even as Economic Growth Slows
2015-12-23 01:05:17,Fed Hike Fails to Propel Dollar Higher
2015-12-22 04:00:35,Euro Gains Despite Discouraging News
2015-12-22 03:54:35,Fed Hike Fails to Propel Dollar Higher
2015-12-21 16:48:15,Euro Holds Onto Gains Even with Uncertainty in Spain 8
2015-12-21 14:35:01,"Indonesian Rupiah Rallies, Future Still Looks Bleak"
2015-12-21 14:01:51,NZ Dollar Gains as Economic Data Helps
2015-12-19 14:38:20,"US Dollar Ends Week of Fed Lift-Off with Gains, Future Unclear"
2015-12-19 14:27:05,Yen Jumps After BoJ Makes Tweaks to Asset Purchase Program C
2015-12-19 01:13:18,Canadian Dollar Continues to Follow Crude Oil Prices Down
2015-12-18 21:43:42,Yen Jumps After BoJ Makes Tweaks to Asset Purchase Program C
2015-12-18 14:43:46,"NZD Demonstrates Limited Rally vs. USD, Drops vs. JPY"
2015-12-18 12:56:57,Interest Rate Hike Fails to Support Mexican Peso
2015-12-17 14:52:49,Euro Struggles Against Major Currencies as Traders Assess Ud
2015-12-17 00:50:19,Dollar Rallies After Fed Hikes Rates for First Time Since
2015-12-16 14:49:45,Australian Dollar Edges Higher Before Fed Announcement
2015-12-16 13:19:53,Sterling Down as Wage Inflation Falls 8
2015-12-15 18:51:21,"GBP Weaker vs. USD, Flat vs. JPY &amp; EUR 2"
